game_id,white_player,black_player,winning_player,move_list
cJBNVPx4,ritutoshniwal,lPOZHKOV,lPOZHKOV,d4 Nf6 Bg5 c5 Bxf6 exf6 Nf3 Be7 e3 cxd4 Qxd4 O-O Bd3 Nc6 Qc3 d5 Nbd2 Be6 a3 Rc8 Nb3 Ne5 Qd2 Nxd3+ Qxd3 a6 Nfd4 b5 Nxe6 fxe6 O-O Bd6 Rad1 Be5 c3 Qc7 Nd4 Rfe8 g3 Qc4 Qxc4 Rxc4 Nf3 Bb8 Rd4 Rec8 Rfd1 Ba7 Rxc4 Rxc4 Nd4 Kf7 Kg2 Rc5 Nc2 Bb8 f3 Ke7 e4 dxe4 fxe4 Be5 Nb4 a5 Nd3 Rc4 Nxe5 fxe5 Kf3 b4 cxb4 axb4 axb4 Rxb4 Rd2 Rb3+ Kg4 Rb4 Re2 Kf6 h4 Rb3 Rf2+ Ke7 h5 Re3 Kh3 Rxe4 Rc2 Kf6 Rc7 h6 Rb7 Re1 b4 e4 Kg2 e3 b5 e2 Kf2 Rg1 Kxe2 Rxg3 Rb8 Rb3 b6 Kg5 b7 Kxh5 Kf2 g5 Kg2 g4 Kh2 Kh4 Rh8 Rxb7 Rh7 h5 Rxb7 e5 Rb4 Kg5 Kg3 Kf5 Kh4 e4 Kxh5 e3 Rxg4 e2 Rg1 Kf4 Re1 Kf3 Kh4 Kf2 Rxe2+ Kxe2
mqmJaCfp,nimanegar,ritutoshniwal,nimanegar,e4 c5 Nf3 d6 c4 Nc6 Nc3 Nf6 d3 g6 Be2 Bg7 O-O O-O h3 Bd7 Kh1 a6 Nh2 Nd4 Be3 Ne8 Ng4 Nc7 f4 Qc8 f5 gxf5 exf5 Nxf5 Bc1 Ng3+ Kh2 Nxf1+ Qxf1 Ne6 Nd5 Re8 Bh6 Bh8 Qf3 Nd4 Qe3 Nxe2 Qg5+ Bg7 Qxg7#
El4mXaqx,ritutoshniwal,Unypol,ritutoshniwal,d4 Nf6 Nf3 e6 c4 d5 Nc3 c5 Bg5 dxc4 e3 cxd4 Nxd4 Be7 Bxc4 O-O O-O Bd7 Qb3 Qc7 Rac1 Nd5 Nxd5 exd5 Bxe7 dxc4 Rxc4 Qe5 Bxf8
dchYdL7i,ANONYMOUS,ritutoshniwal,ritutoshniwal,e4 e5 Bc4 Nf6 Bxf7+ Kxf7 Qf3 d6 Ne2 Bg4 Qxf6+ Qxf6 Nd4 Nc6 Nxc6 bxc6 O-O Qg6 Re1 Bh3 Re3 Qxg2#
VQbMFEby,Rishavkan,ritutoshniwal,ritutoshniwal,e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Bb4 Bd2 d6 Nd5 Bxd2+ Qxd2 Bg4 Nxf6+ Qxf6 Qe3 Qd8 g3 O-O Bg2 a6 O-O Re8 Qg5 Qxg5 Nxg5 h6 Nf3 Nd4 Nxd4 exd4 Rae1 Rab8 h3 Bh5 g4 Bg6 h4 Re7 h5 Bh7 c4 Rbe8 b4 c6 a4 d5 a5 dxc4 dxc4 Bxe4 Bxe4 Rxe4 Rc1 Rxg4+ Kh2 Rg5 f4 Rxh5+ Kg3 Re3+ Kg4 Rhh3 Rh1 Rhg3+ Kf5 g6+ Kf6 Re6#
2sI0PA1n,ritutoshniwal,Bigadsz,Bigadsz,d4 d5 Nf3 Bf5 c4 e6 Nc3 c6 Bg5 Be7 Bf4 Nd7 e3 Ngf6 Bd3 Bg6 Ne5 Nxe5 Bxe5 Bd6 f4 Bxe5 fxe5 Nd7 c5 Qg5 Qf3 Bxd3 Rd1 Bg6 h4 Qe7 g4 h6 h5 Bh7 Rf1 f6 exf6 Nxf6 Ne2 O-O-O Nf4 Ne4 Qh3 Rde8 b4 Rhf8 a4 b6 Rc1 bxc5 bxc5 Qb7 Nd3 Qb3 Ne5 Qb2 Rd1 Rxf1+ Qxf1 Ng3 Qa6+ Qb7 Qxc6+ Qxc6 Nxc6 Kb7 Ne5 Ne4 Rb1+ Kc7 Rb3 Rb8 Rxb8 Kxb8 c6 Kc7 Kd1 Nc3+ Kd2 Nxa4 Ke2 Nb6 Kf3 a5 Ke2 a4 Kd1 Be4 Kc1 Nc4 Nxc4 dxc4 Kb2 Kxc6 Kc3 Kb5 Kb2 Bf3 Kb1 Bxg4 e4 Bxh5 d5 exd5 exd5 Bg4
bWbxp2Y8,hamidpersian431,ritutoshniwal,ritutoshniwal,e4 c5 Nf3 d6 c3 Nc6 d4 cxd4 cxd4 Bg4 Be2 Nf6 Nc3 g6 O-O Bg7 d5 Bxf3 Bxf3 Ne5 Re1 O-O Bf4 Nfd7 Rc1 Rc8 a3 Nc5 Bxe5 Bxe5 Qd2 Nb3 Qd3 Nxc1 Rxc1 Bg7 Qd2 Rc5 b4 Rc7 Nb5 Rxc1+ Qxc1 a6 Nc3 Qc7
LFZCvvs4,pzarek1,ritutoshniwal,pzarek1,e4 c5 Nf3 d6 Bc4 Nf6 Nc3 Nc6 d3 Bg4 Bg5 Nd4 Bxf6 exf6 Bxf7+ Kxf7 Ng5+ fxg5 Qxg4 Nxc2+ Kd2 Nxa1 Rxa1 Qf6 f3 Qf4+
VRg3gYFi,ritutoshniwal,pipo007,pipo007,d4 e6 Nf3 f5 e3 Nf6 Bd3 c5 c4 b6 O-O Bb7 Nc3 a6 Be2 Be7 Qb3 O-O dxc5 Bxc5 Na4 Qc7 Nxc5 bxc5 Bd2 Nc6 Bc3 Ne4 Nd2 Nxd2 Bxd2 Ne5 f4 Ng4 Bxg4 fxg4 Qd1 h5 Bc3 Rf7 Be5 Qc6 Rf2 Rd8 Qd6 Qe4 Qb6 Re8 Re1 Bc6 Qxc5 h4 Qd4 Qh7 Rd2 g3 h3 Qg6 Qd3 Rf5 Qe2 Qf7 Qg4 Rh5 b3 Kh7 Red1 Rg8 Rxd7 Bxd7 Rxd7 Qg6 Rxg7+ Rxg7 Bxg7 Kxg7
thgjK6UN,ritutoshniwal,AilurusKP,AilurusKP,d4 e5 dxe5 Nc6 Nf3 Qe7 Nc3 Nxe5 Nxe5 Qxe5 e3 Nf6 Bc4 Bb4 Bd2 Ne4 Nxe4 Qxe4 Bxb4 Qxc4 Bc3 O-O Qf3 d6 Qg3 Qg4 Qxg4 Bxg4 f3 Be6 g4 Bd5 Kf2 Rfe8 h4 Re6 a3 Rae8 e4 Bc4 b3 Ba6 a4 d5 Rhe1 dxe4 fxe4 Rxe4 Rxe4 Rxe4 Rd1 f6 Rd8+ Kf7 Rd7+ Ke6 Rxg7 Re2+ Kf3 Rxc2 Rxc7 h6 Ke4 Rg2 Kf3 Rc2 Ke4 Rh2 h5 Rh4 Kf4 f5 Be1 Rxg4+ Kf3 Re4 Bd2 Be2+ Kf2 Bxh5 Rxb7 Re2+ Kf1 Rxd2 Rxa7 f4 b4 Bd1 b5 f3 b6 Be2+ Ke1 Rd1+ Kf2 Rf1+ Ke3 Rb1 b7 h5 a5 h4 a6 h3 Ra8 Kf5 b8=Q Rxb8 Rxb8 Bxa6 Kxf3 Bf1 Rh8 Bg2+ Kg3 Ke4 Rxh3 Bxh3
rpiNADKM,ritutoshniwal,damodar111,damodar111,d4 g6 Nf3 Bg7 c4 d6 Nc3 Nf6 Bg5 Nbd7 e3 c5 Be2 a6 O-O O-O Qd2 Qc7 Rfd1 cxd4 exd4 Nb6 b3 Bf5 Rac1 Ne4 Nxe4 Bxe4 Bh6 Rac8 Bxg7 Kxg7 d5 Bxf3 Bxf3 Qc5 Qd4+ Qxd4 Rxd4 a5 h3 Nd7 Bg4 Rc7 Bxd7 Rxd7 Re1 b6 Rde4 Re8 f3 Rb7 Kf2 h5 Ke3 e6 dxe6 Rxe6 Rxe6 fxe6 Kd4 Kf6 a3 b5 c5 Rd7 cxd6 Rxd6+ Kc5 Rd3 Kxb5 Rxb3+ Kxa5 Rxa3+ Kb4 Ra2 g4 hxg4 hxg4 Rc2 f4 Rc7 Re4 Rc2 Re1 Rg2 g5+ Kf5 Rf1 Rg4 Kc3 Rxf4 Rg1 Rg4 Rf1+ Kxg5 Kd3 Rf4 Rg1+ Kf5 Ke3 e5 Rh1 g5 Rg1 g4 Rh1 Kg5 Rh8 g3 Rg8+ Kh4 Rh8+ Kg4 Rg8+ Kh3 Rg5 Kg2 Rxe5 Rf2 Rg5 Kh2 Rh5+ Kg1 Rg5 g2 Ra5 Rf8 Ra1+ Kh2
KLsoZzxb,ritutoshniwal,Mokshac,ritutoshniwal,e4 e5 Nf3 Nc6 Bb5 Bb4 O-O Nf6 d3 d5 exd5 Nxd5 Nxe5 a6 Nxc6 Qd7 Nxb4 axb5 Nxd5 Qxd5 Nc3 Qd8 Re1+ Be6 Nxb5 O-O Bf4 c6 Nc7 Ra4 Nxe6 Qe8 Nxf8 Qxf8 Qf3 Ra5 Qg3 Ra8 Re3 Qe8 Rxe8+ Rxe8 Bh6 Re1+ Rxe1 c5 Re8#
MkwLa1o4,ritutoshniwal,karphoveus,ritutoshniwal,d4 g6 Nf3 Bg7 e4 d6 Nc3 Nf6 Bc4 O-O Be3 Re8 Qd2 Ng4 Bg5 h6 Bf4 g5 Bxg5 hxg5 Nxg5 e6 Qf4 d5 Qxg4 e5 Qh5 Qxg5 Qxg5 dxc4 dxe5
CFh75xAs,ritutoshniwal,SGH_9,ritutoshniwal,d4 d5 Nf3 Bf5 e3 e6 c4 Bb4+ Bd2 c6 Bxb4 b6 Bd3 Bg4 h3 Bh5 Be2 Ne7 Ne5 Bxe2 Qxe2 O-O Nc3 Nd7 Bxe7 Qxe7 Nxc6 Qd6 Ne5 Nxe5 dxe5 Qxe5 cxd5 exd5 Qf3 d4 Ne2 dxe3 Qxe3 Qxb2 O-O Qf6 Qg3 h6 Nf4 a5 Nh5 Qg5 Qxg5 hxg5 Rab1 Rfb8 Ng3 Ra6 Ne4 f6 Nc5 Ra7 Rb2 b5 Rfb1 b4 a3 Re7 axb4 axb4 Rxb4 Rc8 Rb8 Rxb8 Rxb8+ Kf7 Rb7 Rxb7 Nxb7 Ke6 Kf1 Ke5 Ke2 g6 Nc5 f5 Nd3+ Kd4 f3 f4 Nb4 Ke5 Nc6+ Kf5 Kf2 Ke6 g3 Kd5 Ne7+ Ke6 Nxg6 fxg3+ Kxg3 Kf5 Ne7+ Ke6 Nc6 Kf5 Nd4+ Kg6 Kg4 Kf6 h4 gxh4 Kxh4 Ke5 Nc2 Kf4 Ne1 Kf5 Kg3 Kg5 f4+ Kf5 Nd3 Kf6 Kg4 Kg6 Ne5+ Kf6 Nd7+ Kg6 f5+ Kf7 Kg5 Kg7 Ne5 Kf8 Kf6 Kg8 Ke7 Kg7 f6+
qSY7XzaU,ritutoshniwal,ANONYMOUS,ritutoshniwal,e4 e6 d4 d6 d5 exd5 exd5 c6 dxc6 d5 Nc3 Be6 Nf3 f5 Be3 Nxc6 Bd3 Nh6 O-O Qd7 Bxh6 O-O-O Bxg7 Bxg7 Bxf5 Bxf5 a3 Na5 Nd4 Bxd4 Qxd4 Be6 Qc5+ Kb8 Qxa5 Rc8 Qb4 Ka8 Nb5 d4 Qa4 Bd5 Qxa7#
zYsMQKIF,ritutoshniwal,vahinp,ritutoshniwal,c4 e5 Nf3 Nc6 Nc3 Nf6 d3 Bc5 Bg5 O-O a3 d6 e3 Bf5 b4 Bb6 Be2 a5 O-O axb4 axb4 Nxb4 Rb1 Ra7 Rxb4 Ba5 Rb3 Bxc3 Rxc3 Qa8 Qd2 Ra1 Rxa1 Qxa1+ Bf1 Ra8 Rc2 Qb1 Qe2 Ra1 Rb2 Bxd3 Rxb1 Bxe2 Rxa1 Ng4 Ra8#
qx87vccg,ritutoshniwal,azamhm977,ritutoshniwal,d4 e6 Nf3 c5 Bf4 cxd4 Nxd4 Nc6 Nf3 d6 e3 e5 Bg3 Nf6 Bb5 Bd7 Bxc6 bxc6 Nc3 Be7 O-O a6 Qd2 Rb8 Rfd1 Rxb2 Ne2 Rb8 c4 c5 h3 O-O Nxe5 dxe5 Bxe5 Ne4 Qxd7 Qxd7 Rxd7 Rb2 Bxb2 Bf6 Bxf6 Nxf6 Nf4 Ne4 Rb1 g5 Ne2 Nd2 Rxd2 f5 Rbd1 f4 Rd8 fxe3 Rxf8+ Kxf8 fxe3 Kf7 Rd6 h5 Rxa6 g4 hxg4 hxg4 Kh2 Ke7 Kg3 Kd7 Kxg4 Kc7 Rg6 Kb7 Kf5 Kc7 Ke5 Kd7 Kd5 Kc7 Kxc5 Kd7 Rd6+ Ke7 Kd5 Kf7 Ke5 Ke7 Nd4 Kf7 Re6 Kg7 Kf5 Kf7 Nc6 Kg7 Rf6 Kg8 Kg6 Kh8 Rf8#
KpHEipNg,ritutoshniwal,RithikaPonnath,ritutoshniwal,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 O-O O-O d3 Bxf2+ Rxf2 Nxe4 Nxe4 Kh8 Nh4 d5 Qf3 Qxh4 Bxd5 Ne7 Bg5
AtdaHk86,Praddu,ritutoshniwal,ritutoshniwal,Nf3 d5 d4 Nf6 e3 e6 c3 c5 g3 Bd6 Bg2 O-O e4 dxe4 Ng5 h6 Nh3 e5 Qe2 exd4 Bxe4 Nxe4 Qxe4 Bxh3 Qh4 Re8+ Kd2 Qe7 Qh5 g6 Qf3 h5 g4 Bxg4 Qd3 Bf4+ Kc2 Bf5 Rd1 Bxd3+ Rxd3 Qe2+ Rd2 Qe4+ Rd3 Qe2+ Rd2 Bxd2 Bxd2 Qxf2 Kd3 Qf3+ Kc4 a6 Kxc5 Nd7+ Kxd4 Nf6 Kc4 b5+ Kb3 Qd5+ Kc2 Re2 b3 Ne4 a3 Nxd2 Nxd2 Qxd2+ Kb1 Qb2#
igZRAjVr,ritutoshniwal,SHPRANESH,ritutoshniwal,e4 e5 Nf3 Nc6 Bb5 d6 h3 Nf6 d3 a6 Bc4 b5 Bb3 Nd4 Nxd4 exd4 Bg5 h6 Bh4 g5 Bg3 Nh5 Qxh5 Bg7 Qxf7#
LbWFkQef,pkp_praveen,ritutoshniwal,pkp_praveen,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 Nf6 Bb5 Bd7 Nxc6 Bxc6 Bxc6+ bxc6 O-O g6 Re1 Bg7 Be3 Rb8 Rb1 a6 Qd2 O-O Bh6 d5 Bxg7 Kxg7 exd5 Nxd5 Nxd5 cxd5 Red1 e6 Qd3 Qb6 a3 Rb7 Qc3+ Kg8 h3 Rfb8 Qf6 Qc7 c3 Rxb2 Rxb2 Rxb2 c4 Qb7 cxd5 exd5 Qd8+ Kg7 Qxd5 Qxd5 Rxd5 Rb3 Ra5 Rb6 g4 Kf6 Kg2 Ke6 Kf3 Kd7 Kf4 f6 g5 f5 h4 Kc7 h5 Kb7 hxg6 hxg6 Ke5 Rb2 f4 Rf2 Ra4 Kb6 Kf6 Kb5 Rb4+ Kc5 Kxg6 a5 Ra4 Kb5 Rd4 Kc5 Rd3 Rxf4 Kf6 Kc4 Rg3 Rg4 Rxg4+ fxg4 g6 g3 g7 g2 g8=Q+ Kd3 Qxg2
MCxMn6dD,ritutoshniwal,GabiFaria16,GabiFaria16,d4 g6 Nf3 Bg7 e3 Nf6 c4 O-O Nc3 d5 Be2 dxc4 O-O e6 Bxc4 c6 Qb3 b5 Bd3 a5 a4 bxa4 Rxa4 Bd7 Ra1 Na6 Bxa6 Rxa6 Ne5 Rb6 Qc2 Nd5 Nxd5 cxd5 Bd2 Bxe5 dxe5 Rc6 Qd3 f6 exf6 Qxf6 Bxa5 Qxb2 Bc3 Qb7 Qd4 e5 Qxe5 Kf7 Qg7+ Ke8 Ra5 Rf7 Qg8+ Ke7 Rfa1 Rd6 Bb4 Qxb4 Ra7 Qb6 Rxd7+ Rxd7 Qxf7+ Kxf7
7uJBYpIL,AlonEk123,ritutoshniwal,ritutoshniwal,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 Nf6 Bb5 Bd7 Nxc6 Bxc6 Bxc6+ bxc6 O-O g6 Re1 Bg7 e5 dxe5 Qxd8+ Rxd8 Rxe5 Nh5 Re1 Bxc3 bxc3 O-O Bh6 Nf4 Bxf4 e6 Bh6 Rfe8 Rad1 Rb8 Rb1 Rbc8 Red1 e5 Be3 f5 Bxa7 e4 Be3
ilcX7hqN,ritutoshniwal,GundamRush,ritutoshniwal,d4 Nf6 Nf3 d5 Bf4 c6 e3 Bg4 Bd3 Bxf3 Qxf3 Nbd7 Nd2 e6 e4 dxe4 Nxe4 Be7 O-O h6 Rfe1 a5 a3 a4 c3 Qb6 Rab1 O-O Nxf6+ Nxf6 Be5 c5 Bxf6 Bxf6 Qe4 g6 Qh4 Bg7 Qg3 cxd4 cxd4 Qxd4 Bxg6 fxg6 Qxg6 Rf6 Qg4 Raf8 Qxd4 Rxf2 Qxf2
LngFNDRt,ulysses432,ritutoshniwal,ritutoshniwal,e4 c5 c3 Nc6 d4 cxd4 cxd4 d6 d5 Nb8 Nc3 Qa5 Bd2 Qb6 Qc2 Bd7 Rc1 Nf6 Be3 Qd8 Bb5 g6 Bxd7+ Qxd7 f4 Bg7 Nf3 O-O O-O Na6 a3 Rac8 Qa4 Qxa4 Nxa4 Nxe4 Bxa7 b5 Nc3 Nxc3 bxc3 Rxc3 Rxc3 Bxc3 Bd4 Bxd4+ Nxd4 Rb8 Re1 Nc5 Rxe7 Kg7 Nc6 Rb6 Kf2 Kf6 Rc7 Na6 Ra7 Nc5 Ke3 Rb7 Ra5 b4 axb4 Nd7 b5 Nb6 Ra6 Nc4+ Kd4 Rxb5
tNSPhs3Z,vmt_62,ritutoshniwal,ritutoshniwal,e4 c5 Nc3 Nc6 g3 d6 Bg2 Bg4 d3 Bxd1
GT8RBIF2,ritutoshniwal,ANONYMOUS,ritutoshniwal,d4 d5 Bf4 Nc6 Nc3 Bf5 Nf3 Nf6 e3 e6 Bb5 Bd6 Bxd6 cxd6 O-O O-O Qe2 Qa5 Bxc6 Rac8 Bxb7 Rc7 Bxd5 g6 Bb3 Qb4 d5 Rc5 dxe6 fxe6 Ng5 Re5 f4 Re8 fxe5 dxe5 a3 Rd8 Nxe6 Bxe6 Bxe6+ Kf8 Rxf6+ Ke8 axb4 Rd6 Qb5+ Ke7 Raf1 Rd8 Rf7+ Kd6 Qd5#
CdKBuObj,yashveerj,ritutoshniwal,ritutoshniwal,d4 d5 Nc3 Nf6 Nf3 Bf5 Bf4 e6 e3 Bb4 Bd3 Bg4 Qd2 Bxf3 gxf3 Nc6 O-O-O O-O Bg5 a6 a3 Bd6 Bh4 Qe7 Rhg1 b5 f4 b4 axb4 Nxb4 f3 Nxd3+ cxd3 Rab8 Qg2 g6 f5 exf5 e4 Bb4 exf5 Bxc3 fxg6 fxg6 bxc3 Qa3+ Kc2 Qb2#
lTxAMxHi,Rishavkan,ritutoshniwal,ritutoshniwal,e4 e5 Bb5 Nf6 Nf3 Nc6 Nc3 Bc5 O-O d6 Nd5 Bg4 Nxf6+ Qxf6 a4 O-O c3 a6 Bxc6 bxc6 h3 Bh5 b4 Bxf3 gxf3 Qg6+ Kh2 d5 bxc5 dxe4 fxe4 Qxe4 Re1 Qd5 d3 Qxc5 d4 Qxc3 Ra3 Qxd4 Bd2 Qxf2+ Kh1 Rfe8 Rf3 Qh4 Rg1 Re6 Rfg3 Rg6 Rxg6 fxg6 Qg4 Qf2 Be1 Qe3 Bf2 Qxf2 Rg2 Qe3 Qe6+ Kh8 Qa2 Qxh3+ Rh2 Qf1#
XJOOSt1o,SHPRANESH,ritutoshniwal,ritutoshniwal,e4 e5 d3 Nc6 Nf3 Bc5 Bg5 Nf6 Nc3 d6 Qd2 O-O O-O-O Bb4 a3 Ba5 b4 Bb6 Nb5 a6 Bxf6 Qxf6 Nc3 Bd4 Nd5 Qd8 c3 Bb6 a4 Be6 a5 Ba7 d4 exd4 cxd4 Bxd5 exd5 Ne7 Bc4 b6 axb6 cxb6 Bxa6 Nxd5 Bc4 Rc8 Qc3 Nxc3 Rd2 Rxc4 Kb2 Ne4 Rc2 Rxc2+ Kxc2 Qc7+ Kd3 d5 Nd2 Qc3+ Ke2 Qxd2+ Kf3 Qxf2+ Kg4 f5+ Kh5 g6+ Kh6 Qh4#
J6X3b7rZ,ritutoshniwal,Harsh_Pujari,Harsh_Pujari,e4 b6 Nf3 Bb7 Nc3 g6 d4 Bg7 Bc4 Nf6 Bg5 Ng8 e5 Nc6 Nd2 Na5 O-O f6 exf6 exf6 Qe2+ Kf8 Bf4 Nc6 d5 Nd4 Qd1 c6 dxc6 dxc6 Nde4 b5 Bd6+ Ke8 Bb3 f5 Nc5 Qxd6 Nxb7 Qc7 Nc5 Bh6 Qxd4 Qxh2+
9kmqjGTe,ritutoshniwal,SankarshanaRNadigar,ritutoshniwal,e4 e6 Nf3 Nf6 Nc3 Nc6 d4 d6 Bc4 Nxd4 Nxd4 Nxe4 Nxe4 Be7 Qf3 Bf6 Nxf6+ gxf6 O-O O-O Bh6 Re8 Qg3+ Kh8 Qg7#
dkRBa6SO,ritutoshniwal,Chedhhgerger,Chedhhgerger,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 a6 Bc4 d5 exd5 Nxd5 Qe2 f6 O-O b5 Bb3 a5 Qe4 Be6 Nc3 a4 Bxd5 Bxd5 Nxd5 f5 Qxf5 g6 Qe6+ Be7 Qxc6+ Qd7 Qxd7+ Kxd7 Nxe7 Kxe7 Bg5+ Ke6 Rfe1 Kd6 Nxe5 Kd5 Nf3 Kc5
5nLDFQtF,chesslearner787,ritutoshniwal,ritutoshniwal,e4 e5 Nc3 Nc6 Nf3 Nf6 Bc4 Bb4 Nb5 d6 Ng5 O-O h4 h6 Ne6 Bxe6 h5 Bxc4 c3 Bc5 g4 Nxe4 d4 exd4 g5 Nxg5 Qg4 Re8+ Be3 dxe3 O-O-O exf2 Na3 Ba6 Rh3 Qf6 Nc2 f1=Q Rh1 Q1f4+ Ne3 Qxg4 Nxg4 Qf4+ Kb1 Qxg4 Rdf1 Bxf1 Rxf1 Qg2 Rc1 Re2 a3 Rxb2+ Ka1 Ra2+ Kb1 Qb2#
yuLxCORp,ritutoshniwal,AniketJhunjhunwala09,ritutoshniwal,d4 e6 e4 Nh6 Bxh6 gxh6 Nf3 Bb4+ c3 Bd6 e5 Be7 Nbd2 Rg8 Ne4 f5 Ng3 f4 Ne4 b6 Bd3 Bb7 O-O Bxe4 Bxe4 Na6 Bxh7 Rg7 Be4 d5 Bd3 b5 Bxb5+ c6 Bxc6+ Qd7 Bxd7+ Kxd7 Qa4+ Kd8 Qxa6 h5 Qxe6 Rh7 Rfc1
9dHMdrIE,ritutoshniwal,DAKSH_KEDIA123,ritutoshniwal,d4 d5 Nf3 h5 Nc3 c6 Ne5 f6 Ng6 Rh6 Nxf8 Kxf8 Bxh6 gxh6 e3 a5 Bd3 e6 Qxh5 Qe8 Qxe8+ Kxe8 Bg6+ Ke7 e4 dxe4 Nxe4 Nd7 O-O e5 dxe5 fxe5 Rfe1 b5 Ng3 Ndf6 Rxe5+ Kd6 Re2 Ng4 Rd1+ Kc5 Ne4+ Kb4 Rd4#
Myq0fyuR,ritutoshniwal,Gargi_P,ritutoshniwal,d4 d6 e4 e6 Nf3 Bd7 Nc3 Qc8 e5 b6 Ng5 dxe5 dxe5 Qd8 Qf3 Nc6 Qxf7#
AIxhLFrX,ritutoshniwal,aaravpasari,ritutoshniwal,d4 e6 e4 Bb4+ c3 Ba5 Nf3 Nf6 Bg5 Nxe4 Bxd8 Kxd8 Ne5 Nf6 Nd2 Bb6 Ndf3 a5 Nxf7+ Ke8 Nxh8 g6 Ne5 d6 Qf3 dxe5 Qxf6 exd4 cxd4 a4 Qf7+ Kd8 Bb5 Ra5 Qe8#
KFgEpgDl,ritutoshniwal,juniormedlearner,ritutoshniwal,d4 e6 e4 Bb4+ c3 Bd6 e5 Be7 Nf3 d5 Bd3 c6 Nbd2 Nh6 Nb3 Ng4 h3 Nh6 Bxh6 gxh6 Qd2 Bf8 Qc2 Bd7 Bxh7 b5 Nc5 Bxc5 dxc5 Na6 b4 f6 Qg6+ Ke7 Qg7+ Ke8 Bg6#
NJt7tDje,ritutoshniwal,amir_j73,amir_j73,d4 d5 Nf3 Nc6 e3 Nf6 c3 Bg4 Bd3 e6 Nbd2 Bd6 O-O O-O Qe2 a6 e4 dxe4 Nxe4 Nxe4 Qxe4 Bf5 Qe3 Bg6 Re1 Qf6 Ne5 Qh4 g3 Qf6 Nxc6 bxc6 Bxg6 fxg6 Rf1 Rae8 Qe4 e5 Qxc6 exd4 cxd4 h5 Qxa6 h4 Qc4+ Kh8 d5 hxg3 hxg3 Re5 Bf4 Rh5 Bxd6 Qf3 Qh4 Rxh4 gxh4 cxd6 Rac1 Rf4 Rc3 Rg4+ Kh2 Rxh4+ Kg1 Rh1#
AOxDq4rh,yashveerj,ritutoshniwal,ritutoshniwal,d4 d5 e3 Nc6 Bb5 e6 c3 Nf6 Nf3 Bd6 e4 Nxe4 Bg5 Nxg5 Nxg5 Qxg5 f3 Qxg2 Rf1 Bxh2 Nd2 Bg3+ Rf2 Qxf2#
lTiZum6t,MalcolmBluestreak,ritutoshniwal,MalcolmBluestreak,d4 d5 Nf3 Nf6 Bf4 e6 e3 c5 c3 Nc6 Nbd2 Bd6 Bg3 O-O Bd3 cxd4 exd4 Bxg3 hxg3 Re8 Ne5 Nxe5 dxe5 Nd7 Nf3 Qb6 Qc2 g6 Ng5 Nf8 O-O-O h5 g4
QLkX7BU5,ritutoshniwal,AbiMayam,AbiMayam,d4 c6 Nf3 Nf6 Bf4 d5 e3 e6 Bd3 Bb4+ c3 Be7 Qe2 Nbd7 O-O O-O Nbd2 h6 e4 dxe4 Nxe4 Nd5 Bc4 Nxf4 Qe3 Nd5 Bd3 Nxe3 fxe3 Nf6 Nxf6+ Bxf6 Ne5 Bxe5 dxe5 Qxd3
EGGU7klh,JanDornhege,ritutoshniwal,ritutoshniwal,e4 c5 Nf3 Nc6 g3 d6 d3 Bg4 Bg2 e6 O-O Bxf3 Qxf3 Nd4 Qd1 Nf6 Be3 Be7 Bxd4 O-O Bc3 e5 Nd2 d5 exd5 Nxd5 b3 Nxc3 Qf3 Rb8 Ne4 f5 Nxc3 e4 dxe4 fxe4 Nxe4 Rxf3 Bxf3 Bf6 Nxf6+ Qxf6 Bg2 Rd8 Bxb7 Rd7 Bc6 Qxc6 Rfe1 Rc7 Re8+ Qxe8 Rd1 Qe2 Rd8+ Kf7 Rd3 Qxc2 Re3 Qxa2 Kg2 Re7 Rf3+ Kg8 Re3 Rxe3 Kh3 Rf3 Kg4 Qxf2 Kh4 Qxh2+ Kg4 Qxg3+ Kh5 Rf4 b4 Qh4#
uuvLCMkr,ritutoshniwal,ZierenbergA,ZierenbergA,d4 b6 Nf3 Bb7 e3 e6 Bd3 d6 Qe2 Nd7 c4 Ne7 Nc3 h6 O-O g6 e4 Bg7 e5 dxe5 Nxe5 Nxe5 dxe5 O-O Re1 Nc6 Bc2 Nxe5 Bf4 Nd7 Bxg6 fxg6 Qe5 Bxe5
9M0QYaTL,Ishaya_Danlami,ritutoshniwal,Ishaya_Danlami,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Bc4 Nf6 Nc3 g6 O-O Bg7 Be3 O-O h3 Nxd4 Bxd4 a6 Bb3 Bd7 Re1 e5 Be3 Bc6 Bg5 b5 Bxf6 Bxf6 Bd5 Bxd5 Nxd5 Bh4 Qg4 f5 exf5 Rxf5 Rf1 Rf4 Qe6+ Kh8 g3 Bxg3 fxg3 Re4 Ne7 Re2 Rf7 Qb6+ Kf1 Rh2 Qf6#
